OrderItemID,OrderID,MenuID,Quantity,Price,Subtotal,CreatedDate,ModifiedDate
46207,22767,991,2,159,318,35:28.4,35:28.4
46208,22767,993,1,37,37,35:28.4,35:28.4
46209,22768,993,2,37,74,35:28.4,35:28.4
46210,22769,991,3,159,477,35:28.4,35:28.4
46211,22770,991,3,159,477,35:28.4,35:28.4
46212,22770,992,1,56,56,35:28.4,35:28.4
46213,22771,2892,3,148,444,35:28.4,35:28.4
46214,22771,2894,1,173,173,35:28.4,35:28.4
46215,22772,3848,3,178,534,35:28.4,35:28.4
46216,22773,3848,1,178,178,35:28.4,35:28.4
46217,22774,1519,3,167,501,35:28.4,35:28.4
46218,22774,1520,3,240,720,35:28.4,35:28.4
46219,22774,1518,3,153,459,35:28.4,35:28.4
46220,22775,1518,3,153,459,35:28.4,35:28.4
46221,22775,1520,2,240,480,35:28.4,35:28.4
46222,22775,1519,1,167,167,35:28.4,35:28.4
46223,22776,1518,2,153,306,35:28.4,35:28.4
46224,22776,1520,3,240,720,35:28.4,35:28.4
46225,22776,1519,3,167,501,35:28.4,35:28.4
46226,22777,3715,3,297,891,35:28.4,35:28.4
46227,22778,3715,1,297,297,35:28.4,35:28.4
46228,22779,4494,1,249,249,35:28.4,35:28.4
46229,22780,1495,3,138,414,35:28.4,35:28.4
46230,22780,1497,1,144,144,35:28.4,35:28.4
46231,22780,1494,2,75,150,35:28.4,35:28.4
46232,22780,1496,1,212,212,35:28.4,35:28.4
46233,22781,1495,1,138,138,35:28.4,35:28.4
46234,22781,1496,2,212,424,35:28.4,35:28.4
46235,22781,1494,2,75,150,35:28.4,35:28.4
46236,22781,1497,2,144,288,35:28.4,35:28.4
46237,22782,1497,3,144,432,35:28.4,35:28.4
46238,22783,1496,3,212,636,35:28.4,35:28.4
46239,22783,1494,2,75,150,35:28.4,35:28.4
46240,22783,1497,1,144,144,35:28.4,35:28.4
46241,22784,18,1,213,213,35:28.4,35:28.4
46242,22785,18,3,213,639,35:28.4,35:28.4
46243,22786,18,3,213,639,35:28.4,35:28.4
46244,22787,218,3,194,582,35:28.4,35:28.4
46245,22787,220,3,162,486,35:28.4,35:28.4
46246,22787,219,2,224,448,35:28.4,35:28.4
46247,22788,218,1,194,194,35:28.4,35:28.4
46248,22789,4667,2,60,120,35:28.4,35:28.4
46249,22789,4666,2,137,274,35:28.4,35:28.4
46250,22790,4666,3,137,411,35:28.4,35:28.4
46251,22791,2541,1,237,237,35:28.4,35:28.4
46252,22791,2539,1,207,207,35:28.4,35:28.4
46253,22791,2538,2,163,326,35:28.4,35:28.4
46254,22792,2538,3,163,489,35:28.4,35:28.4
46255,22792,2540,1,617,617,35:28.4,35:28.4
46256,22792,2541,3,237,711,35:28.4,35:28.4
46257,22793,2538,3,163,489,35:28.4,35:28.4
46258,22793,2540,3,617,1851,35:28.4,35:28.4
46259,22793,2539,2,207,414,35:28.4,35:28.4
46260,22793,2541,2,237,474,35:28.4,35:28.4
46261,22794,2539,3,207,621,35:28.4,35:28.4
46262,22794,2538,3,163,489,35:28.4,35:28.4
46263,22794,2541,1,237,237,35:28.4,35:28.4
46264,22795,255,2,88,176,35:28.4,35:28.4
46265,22796,255,2,88,176,35:28.4,35:28.4
46266,22797,3128,3,107,321,35:28.4,35:28.4
46267,22798,3128,1,107,107,35:28.4,35:28.4
46268,22798,3127,2,84,168,35:28.4,35:28.4
46269,22799,3127,3,84,252,35:28.4,35:28.4
46270,22799,3128,3,107,321,35:28.4,35:28.4
46271,22800,3128,1,107,107,35:28.4,35:28.4
46272,22801,4276,1,564,564,35:28.4,35:28.4
46273,22801,4277,2,598,1196,35:28.4,35:28.4
46274,22802,4276,3,564,1692,35:28.4,35:28.4
46275,22802,4278,2,119,238,35:28.4,35:28.4
46276,22802,4277,3,598,1794,35:28.4,35:28.4
46277,22803,4276,2,564,1128,35:28.4,35:28.4
46278,22803,4278,3,119,357,35:28.4,35:28.4
46279,22803,4277,2,598,1196,35:28.4,35:28.4
46280,22804,4276,1,564,564,35:28.4,35:28.4
46281,22805,4277,2,598,1196,35:28.4,35:28.4
46282,22805,4276,2,564,1128,35:28.4,35:28.4
46283,22806,4061,1,40,40,35:28.4,35:28.4
46284,22807,4060,3,161,483,35:28.4,35:28.4
46285,22807,4059,3,116,348,35:28.4,35:28.4
46286,22807,4061,1,40,40,35:28.4,35:28.4
46287,22807,4058,1,98,98,35:28.4,35:28.4
46288,22807,4057,3,57,171,35:28.4,35:28.4
46289,22808,2087,2,622,1244,35:28.4,35:28.4
46290,22809,2087,3,622,1866,35:28.4,35:28.4
46291,22810,2196,1,374,374,35:28.4,35:28.4
46292,22811,292,1,190,190,35:28.4,35:28.4
46293,22811,293,2,283,566,35:28.4,35:28.4
46294,22812,293,3,283,849,35:28.4,35:28.4
46295,22812,292,1,190,190,35:28.4,35:28.4
46296,22813,293,2,283,566,35:28.4,35:28.4
46297,22814,2312,2,487,974,35:28.4,35:28.4
46298,22815,2313,1,546,546,35:28.4,35:28.4
46299,22816,2313,1,546,546,35:28.4,35:28.4
46300,22817,2312,3,487,1461,35:28.4,35:28.4
46301,22818,2312,3,487,1461,35:28.4,35:28.4
46302,22818,2313,2,546,1092,35:28.4,35:28.4
46303,22819,3017,3,249,747,35:28.4,35:28.4
46304,22820,3017,2,249,498,35:28.4,35:28.4
46305,22821,3017,1,249,249,35:28.4,35:28.4
46306,22822,3017,1,249,249,35:28.4,35:28.4
46307,22823,3017,3,249,747,35:28.4,35:28.4
46308,22824,1731,1,113,113,35:28.4,35:28.4
46309,22825,1731,2,113,226,35:28.4,35:28.4
46310,22826,1731,1,113,113,35:28.4,35:28.4
46311,22827,1731,2,113,226,35:28.4,35:28.4
46312,22828,1460,2,437,874,35:28.4,35:28.4
46313,22829,1460,3,437,1311,35:28.4,35:28.4
46314,22830,2241,3,553,1659,35:28.4,35:28.4
46315,22831,2241,2,553,1106,35:28.4,35:28.4
46316,22831,2240,3,80,240,35:28.4,35:28.4
46317,22832,839,3,585,1755,35:28.4,35:28.4
46318,22833,838,3,153,459,35:28.4,35:28.4
46319,22833,839,3,585,1755,35:28.4,35:28.4
46320,22834,838,3,153,459,35:28.4,35:28.4
46321,22834,839,2,585,1170,35:28.4,35:28.4
46322,22834,840,3,604,1812,35:28.4,35:28.4
46323,22835,839,3,585,1755,35:28.4,35:28.4
46324,22836,1865,1,87,87,35:28.4,35:28.4
46325,22836,1866,2,92,184,35:28.4,35:28.4
46326,22837,4220,2,602,1204,35:28.4,35:28.4
46327,22837,4222,2,145,290,35:28.4,35:28.4
46328,22837,4221,3,255,765,35:28.4,35:28.4
46329,22838,920,3,105,315,35:28.4,35:28.4
46330,22839,920,1,105,105,35:28.4,35:28.4
46331,22840,921,2,685,1370,35:28.4,35:28.4
46332,22841,167,2,195,390,35:28.4,35:28.4
46333,22841,165,2,557,1114,35:28.4,35:28.4
46334,22842,164,2,634,1268,35:28.4,35:28.4
46335,22842,167,3,195,585,35:28.4,35:28.4
46336,22842,166,1,177,177,35:28.4,35:28.4
46337,22842,165,2,557,1114,35:28.4,35:28.4
46338,22843,166,3,177,531,35:28.4,35:28.4
46339,22843,164,3,634,1902,35:28.4,35:28.4
46340,22843,165,2,557,1114,35:28.4,35:28.4
46341,22843,167,3,195,585,35:28.4,35:28.4
46342,22844,2067,3,151,453,35:28.4,35:28.4
46343,22844,2069,2,535,1070,35:28.4,35:28.4
46344,22844,2068,2,587,1174,35:28.4,35:28.4
46345,22844,2065,2,353,706,35:28.4,35:28.4
46346,22844,2066,3,546,1638,35:28.4,35:28.4
46347,22845,2066,2,546,1092,35:28.4,35:28.4
46348,22845,2069,1,535,535,35:28.4,35:28.4
46349,22845,2065,2,353,706,35:28.4,35:28.4
46350,22846,2068,1,587,587,35:28.4,35:28.4
46351,22846,2069,3,535,1605,35:28.4,35:28.4
46352,22846,2067,1,151,151,35:28.4,35:28.4
46353,22846,2066,3,546,1638,35:28.4,35:28.4
46354,22847,3401,1,100,100,35:28.4,35:28.4
46355,22847,3399,1,146,146,35:28.4,35:28.4
46356,22847,3398,3,228,684,35:28.4,35:28.4
46357,22847,3397,2,150,300,35:28.4,35:28.4
46358,22847,3400,3,230,690,35:28.4,35:28.4
46359,22848,3400,2,230,460,35:28.4,35:28.4
46360,22849,3398,1,228,228,35:28.4,35:28.4
46361,22849,3397,1,150,150,35:28.4,35:28.4
46362,22849,3400,2,230,460,35:28.4,35:28.4
46363,22849,3399,2,146,292,35:28.4,35:28.4
46364,22850,1949,2,179,358,35:28.4,35:28.4
46365,22851,1945,1,142,142,35:28.4,35:28.4
46366,22852,4013,1,128,128,35:28.4,35:28.4
46367,22853,4013,3,128,384,35:28.4,35:28.4
46368,22854,4013,2,128,256,35:28.4,35:28.4
46369,22855,4013,3,128,384,35:28.4,35:28.4
46370,22856,387,1,375,375,35:28.4,35:28.4
46371,22856,385,3,146,438,35:28.4,35:28.4
46372,22857,387,3,375,1125,35:28.4,35:28.4
46373,22857,386,1,179,179,35:28.4,35:28.4
46374,22858,2650,3,207,621,35:28.4,35:28.4
46375,22858,2651,2,193,386,35:28.4,35:28.4
46376,22858,2649,1,211,211,35:28.4,35:28.4
46377,22859,2650,1,207,207,35:28.4,35:28.4
46378,22860,2975,3,170,510,35:28.4,35:28.4
46379,22860,2977,2,78,156,35:28.4,35:28.4
46380,22860,2976,3,160,480,35:28.4,35:28.4
46381,22861,2977,2,78,156,35:28.4,35:28.4
46382,22861,2976,2,160,320,35:28.4,35:28.4
46383,22862,1900,2,102,204,35:28.4,35:28.4
46384,22863,1900,3,102,306,35:28.4,35:28.4
46385,22864,1900,3,102,306,35:28.4,35:28.4
46386,22865,1900,1,102,102,35:28.4,35:28.4
46387,22866,2170,1,607,607,35:28.4,35:28.4
46388,22866,2169,1,158,158,35:28.4,35:28.4
46389,22867,2170,2,607,1214,35:28.4,35:28.4
46390,22867,2169,1,158,158,35:28.4,35:28.4
46391,22868,2169,2,158,316,35:28.4,35:28.4
46392,22869,1309,3,639,1917,35:28.4,35:28.4
46393,22869,1312,2,651,1302,35:28.4,35:28.4
46394,22870,4111,1,242,242,35:28.4,35:28.4
46395,22871,4111,2,242,484,35:28.4,35:28.4
46396,22872,4111,2,242,484,35:28.4,35:28.4
46397,22873,4184,3,134,402,35:28.4,35:28.4
46398,22873,4182,2,219,438,35:28.4,35:28.4
46399,22874,4182,1,219,219,35:28.4,35:28.4
46400,22874,4184,3,134,402,35:28.4,35:28.4
46401,22875,4185,1,228,228,35:28.4,35:28.4
46402,22875,4182,2,219,438,35:28.4,35:28.4
46403,22875,4183,1,400,400,35:28.4,35:28.4
46404,22875,4184,3,134,402,35:28.4,35:28.4
46405,22876,4182,1,219,219,35:28.4,35:28.4
46406,22876,4185,1,228,228,35:28.4,35:28.4
46407,22876,4184,2,134,268,35:28.4,35:28.4
46408,22877,4182,2,219,438,35:28.4,35:28.4
46409,22878,2616,2,137,274,35:28.4,35:28.4
46410,22878,2615,3,96,288,35:28.4,35:28.4
46411,22879,2616,1,137,137,35:28.4,35:28.4
46412,22880,2616,2,137,274,35:28.4,35:28.4
46413,22881,1742,3,648,1944,35:28.4,35:28.4
46414,22881,1743,3,120,360,35:28.4,35:28.4
46415,22882,2851,2,183,366,35:28.4,35:28.4
46416,22882,2852,3,199,597,35:28.4,35:28.4
46417,22883,2783,3,198,594,35:28.4,35:28.4
46418,22884,2782,2,287,574,35:28.4,35:28.4
46419,22884,2783,3,198,594,35:28.4,35:28.4
46420,22885,2782,1,287,287,35:28.4,35:28.4
46421,22885,2783,2,198,396,35:28.4,35:28.4
46422,22886,39,1,330,330,35:28.4,35:28.4
46423,22886,38,1,104,104,35:28.4,35:28.4
46424,22887,38,2,104,208,35:28.4,35:28.4
46425,22888,38,3,104,312,35:28.4,35:28.4
46426,22888,39,3,330,990,35:28.4,35:28.4
46427,22889,46,1,212,212,35:28.4,35:28.4
46428,22889,47,3,427,1281,35:28.4,35:28.4
46429,22890,47,3,427,1281,35:28.4,35:28.4
46430,22890,48,2,142,284,35:28.4,35:28.4
46431,22891,1880,1,239,239,35:28.4,35:28.4
46432,22891,1879,1,180,180,35:28.4,35:28.4
46433,22891,1881,2,120,240,35:28.4,35:28.4
46434,22892,3485,3,629,1887,35:28.4,35:28.4
46435,22892,3487,1,215,215,35:28.4,35:28.4
46436,22892,3486,3,166,498,35:28.4,35:28.4
46437,22893,3487,2,215,430,35:28.4,35:28.4
46438,22894,3486,1,166,166,35:28.4,35:28.4
46439,22894,3485,1,629,629,35:28.4,35:28.4
46440,22895,3485,2,629,1258,35:28.4,35:28.4
46441,22895,3487,2,215,430,35:28.4,35:28.4
46442,22895,3486,2,166,332,35:28.4,35:28.4
46443,22896,3644,2,228,456,35:28.4,35:28.4
46444,22897,3644,2,228,456,35:28.4,35:28.4
46445,22898,3644,1,228,228,35:28.4,35:28.4
46446,22899,3644,1,228,228,35:28.4,35:28.4
46447,22900,3252,2,220,440,35:28.4,35:28.4
46448,22901,3252,1,220,220,35:28.4,35:28.4
46449,22902,3253,3,140,420,35:28.4,35:28.4
46450,22902,3252,1,220,220,35:28.4,35:28.4
46451,22903,2034,2,145,290,35:28.4,35:28.4
46452,22904,2035,2,196,392,35:28.4,35:28.4
46453,22904,2034,2,145,290,35:28.4,35:28.4
46454,22905,2134,2,177,354,35:28.4,35:28.4
46455,22905,2135,2,142,284,35:28.4,35:28.4
46456,22905,2136,2,247,494,35:28.4,35:28.4
46457,22905,2133,3,222,666,35:28.4,35:28.4
46458,22906,2133,1,222,222,35:28.4,35:28.4
46459,22906,2136,2,247,494,35:28.4,35:28.4
46460,22907,2134,3,177,531,35:28.4,35:28.4
46461,22907,2136,1,247,247,35:28.4,35:28.4
46462,22907,2135,3,142,426,35:28.4,35:28.4
46463,22908,2135,2,142,284,35:28.4,35:28.4
46464,22908,2134,1,177,177,35:28.4,35:28.4
46465,22908,2133,1,222,222,35:28.4,35:28.4
46466,22909,2134,1,177,177,35:28.4,35:28.4
46467,22910,2383,1,320,320,35:28.4,35:28.4
46468,22911,2383,2,320,640,35:28.4,35:28.4
46469,22912,2383,2,320,640,35:28.4,35:28.4
46470,22913,2383,3,320,960,35:28.4,35:28.4
46471,22914,2383,2,320,640,35:28.4,35:28.4
46472,22915,811,1,239,239,35:28.4,35:28.4
46473,22915,809,1,256,256,35:28.4,35:28.4
46474,22915,810,1,217,217,35:28.4,35:28.4
46475,22916,810,1,217,217,35:28.4,35:28.4
46476,22916,811,3,239,717,35:28.4,35:28.4
46477,22916,809,3,256,768,35:28.4,35:28.4
46478,22917,811,1,239,239,35:28.4,35:28.4
46479,22917,810,3,217,651,35:28.4,35:28.4
46480,22917,809,1,256,256,35:28.4,35:28.4
46481,22918,4020,2,243,486,35:28.4,35:28.4
46482,22918,4021,3,86,258,35:28.4,35:28.4
46483,22918,4023,1,110,110,35:28.4,35:28.4
46484,22918,4022,2,146,292,35:28.4,35:28.4
46485,22919,4023,3,110,330,35:28.4,35:28.4
46486,22919,4020,2,243,486,35:28.4,35:28.4
46487,22919,4022,1,146,146,35:28.4,35:28.4
46488,22919,4021,3,86,258,35:28.4,35:28.4
46489,22920,4021,1,86,86,35:28.4,35:28.4
46490,22920,4023,1,110,110,35:28.4,35:28.4
46491,22920,4020,3,243,729,35:28.4,35:28.4
46492,22921,1259,1,477,477,35:28.4,35:28.4
46493,22922,1259,1,477,477,35:28.4,35:28.4
46494,22923,1259,2,477,954,35:28.4,35:28.4
46495,22924,1259,1,477,477,35:28.4,35:28.4
46496,22925,981,2,113,226,35:28.4,35:28.4
46497,22926,980,1,130,130,35:28.4,35:28.4
46498,22926,981,1,113,113,35:28.4,35:28.4
46499,22926,982,2,149,298,35:28.4,35:28.4
46500,22927,3804,1,189,189,35:28.4,35:28.4
46501,22927,3805,2,238,476,35:28.4,35:28.4
46502,22927,3808,3,196,588,35:28.4,35:28.4
46503,22927,3807,1,133,133,35:28.4,35:28.4
46504,22928,3806,2,108,216,35:28.4,35:28.4
46505,22928,3805,2,238,476,35:28.4,35:28.4
46506,22929,3808,1,196,196,35:28.4,35:28.4
46507,22929,3805,2,238,476,35:28.4,35:28.4
46508,22930,3808,2,196,392,35:28.4,35:28.4
46509,22930,3806,2,108,216,35:28.4,35:28.4
46510,22930,3807,1,133,133,35:28.4,35:28.4
46511,22930,3804,2,189,378,35:28.4,35:28.4
46512,22930,3805,2,238,476,35:28.4,35:28.4
46513,22931,3018,2,226,452,35:28.4,35:28.4
46514,22932,3018,2,226,452,35:28.4,35:28.4
46515,22933,3018,2,226,452,35:28.4,35:28.4
46516,22934,3018,3,226,678,35:28.4,35:28.4
46517,22935,1871,2,294,588,35:28.4,35:28.4
46518,22935,1869,1,167,167,35:28.4,35:28.4
46519,22935,1872,2,247,494,35:28.4,35:28.4
46520,22936,1871,1,294,294,35:28.4,35:28.4
46521,22936,1872,3,247,741,35:28.4,35:28.4
46522,22936,1869,1,167,167,35:28.4,35:28.4
46523,22936,1870,1,232,232,35:28.4,35:28.4
46524,22937,1872,2,247,494,35:28.4,35:28.4
46525,22938,1872,2,247,494,35:28.4,35:28.4
46526,22939,1871,2,294,588,35:28.4,35:28.4
46527,22939,1869,3,167,501,35:28.4,35:28.4
46528,22939,1870,3,232,696,35:28.4,35:28.4
46529,22939,1872,1,247,247,35:28.4,35:28.4
46530,22940,1922,2,213,426,35:28.4,35:28.4
46531,22940,1924,3,185,555,35:28.4,35:28.4
46532,22940,1926,2,113,226,35:28.4,35:28.4
46533,22941,1926,2,113,226,35:28.4,35:28.4
46534,22942,1926,2,113,226,35:28.4,35:28.4
46535,22943,2908,1,134,134,35:28.4,35:28.4
46536,22944,2908,1,134,134,35:28.4,35:28.4
46537,22944,2910,2,246,492,35:28.4,35:28.4
46538,22944,2909,1,353,353,35:28.4,35:28.4
46539,22945,2907,2,233,466,35:28.4,35:28.4
46540,22946,2910,3,246,738,35:28.4,35:28.4
46541,22946,2908,2,134,268,35:28.4,35:28.4
46542,22946,2909,2,353,706,35:28.4,35:28.4
46543,22946,2907,2,233,466,35:28.4,35:28.4
46544,22947,2910,1,246,246,35:28.4,35:28.4
46545,22947,2908,3,134,402,35:28.4,35:28.4
46546,22948,4553,3,227,681,35:28.4,35:28.4
46547,22949,4552,3,179,537,35:28.4,35:28.4
46548,22950,523,3,692,2076,35:28.4,35:28.4
46549,22950,522,1,205,205,35:28.4,35:28.4
46550,22950,524,1,205,205,35:28.4,35:28.4
46551,22950,526,2,211,422,35:28.4,35:28.4
46552,22951,2233,1,172,172,35:28.4,35:28.4
46553,22951,2232,2,355,710,35:28.4,35:28.4
46554,22952,4098,2,187,374,35:28.4,35:28.4
46555,22952,4097,2,108,216,35:28.4,35:28.4
46556,22953,4097,3,108,324,35:28.4,35:28.4
46557,22953,4096,3,213,639,35:28.4,35:28.4
46558,22953,4098,3,187,561,35:28.4,35:28.4
46559,22954,2208,2,208,416,35:28.4,35:28.4
46560,22954,2206,2,240,480,35:28.4,35:28.4
46561,22954,2207,2,72,144,35:28.4,35:28.4
46562,22955,2206,2,240,480,35:28.4,35:28.4
46563,22955,2207,3,72,216,35:28.4,35:28.4
46564,22956,4049,2,224,448,35:28.4,35:28.4
46565,22956,4046,2,124,248,35:28.4,35:28.4
46566,22957,4047,2,115,230,35:28.4,35:28.4
46567,22957,4049,2,224,448,35:28.4,35:28.4
46568,22957,4045,1,169,169,35:28.4,35:28.4
46569,22958,4047,3,115,345,35:28.4,35:28.4
46570,22959,4045,3,169,507,35:28.4,35:28.4
46571,22959,4046,2,124,248,35:28.4,35:28.4
46572,22960,4046,2,124,248,35:28.4,35:28.4
46573,22961,1461,3,215,645,35:28.4,35:28.4
46574,22962,1463,3,118,354,35:28.4,35:28.4
46575,22962,1462,3,133,399,35:28.4,35:28.4
46576,22962,1464,1,143,143,35:28.4,35:28.4
46577,22962,1461,2,215,430,35:28.4,35:28.4
46578,22963,1463,2,118,236,35:28.4,35:28.4
46579,22964,4000,2,245,490,35:28.4,35:28.4
46580,22965,4000,3,245,735,35:28.4,35:28.4
46581,22966,4000,2,245,490,35:28.4,35:28.4
46582,22967,4000,1,245,245,35:28.4,35:28.4
46583,22968,664,3,515,1545,35:28.4,35:28.4
46584,22968,662,1,135,135,35:28.4,35:28.4
46585,22968,661,1,73,73,35:28.4,35:28.4
46586,22969,661,3,73,219,35:28.4,35:28.4
46587,22969,664,1,515,515,35:28.4,35:28.4
46588,22970,664,3,515,1545,35:28.4,35:28.4
46589,22970,661,2,73,146,35:28.4,35:28.4
46590,22970,662,2,135,270,35:28.4,35:28.4
46591,22971,622,1,235,235,35:28.4,35:28.4
46592,22971,623,1,222,222,35:28.4,35:28.4
46593,22971,621,3,201,603,35:28.4,35:28.4
46594,22972,4048,1,205,205,35:28.4,35:28.4
46595,22972,4045,1,169,169,35:28.4,35:28.4
46596,22972,4047,1,115,115,35:28.4,35:28.4
46597,22973,4047,1,115,115,35:28.4,35:28.4
46598,22974,4047,3,115,345,35:28.4,35:28.4
46599,22974,4049,2,224,448,35:28.4,35:28.4
46600,22974,4045,3,169,507,35:28.4,35:28.4
46601,22975,4048,2,205,410,35:28.4,35:28.4
46602,22975,4045,3,169,507,35:28.4,35:28.4
46603,22975,4047,3,115,345,35:28.4,35:28.4
46604,22975,4046,1,124,124,35:28.4,35:28.4
46605,22975,4049,1,224,224,35:28.4,35:28.4
46606,22976,4045,3,169,507,35:28.4,35:28.4
46607,22976,4046,2,124,248,35:28.4,35:28.4
46608,22976,4049,1,224,224,35:28.4,35:28.4
46609,22977,3404,3,135,405,35:28.4,35:28.4
46610,22978,3405,1,156,156,35:28.4,35:28.4
46611,22978,3404,3,135,405,35:28.4,35:28.4
46612,22979,3403,3,250,750,35:28.4,35:28.4
46613,22980,3405,3,156,468,35:28.4,35:28.4
46614,22980,3403,3,250,750,35:28.4,35:28.4
46615,22980,3404,3,135,405,35:28.4,35:28.4
46616,22981,1432,1,157,157,35:28.4,35:28.4
46617,22982,1432,2,157,314,35:28.4,35:28.4
46618,22982,1433,2,223,446,35:28.4,35:28.4
46619,22983,1989,3,208,624,35:28.4,35:28.4
46620,22983,1990,3,173,519,35:28.4,35:28.4
46621,22984,1989,3,208,624,35:28.4,35:28.4
46622,22985,1989,3,208,624,35:28.4,35:28.4
46623,22986,2930,1,169,169,35:28.4,35:28.4
46624,22986,2931,1,153,153,35:28.4,35:28.4
46625,22987,2931,1,153,153,35:28.4,35:28.4
46626,22987,2932,2,173,346,35:28.4,35:28.4
46627,22987,2930,3,169,507,35:28.4,35:28.4
46628,22988,2930,3,169,507,35:28.4,35:28.4
46629,22989,1210,3,102,306,35:28.4,35:28.4
46630,22989,1208,2,356,712,35:28.4,35:28.4
46631,22990,1208,1,356,356,35:28.4,35:28.4
46632,22990,1210,3,102,306,35:28.4,35:28.4
46633,22990,1209,2,172,344,35:28.4,35:28.4
46634,22991,1210,3,102,306,35:28.4,35:28.4
46635,22992,2228,1,663,663,35:28.4,35:28.4
46636,22992,2229,2,665,1330,35:28.4,35:28.4
46637,22992,2227,1,535,535,35:28.4,35:28.4
46638,22993,2227,3,535,1605,35:28.4,35:28.4
46639,22994,2228,2,663,1326,35:28.4,35:28.4
46640,22994,2227,2,535,1070,35:28.4,35:28.4
46641,22995,777,2,139,278,35:28.4,35:28.4
46642,22995,779,2,53,106,35:28.4,35:28.4
46643,22995,776,2,284,568,35:28.4,35:28.4
46644,22996,776,1,284,284,35:28.4,35:28.4
46645,22996,777,1,139,139,35:28.4,35:28.4
46646,22996,778,1,207,207,35:28.4,35:28.4
46647,22996,779,2,53,106,35:28.4,35:28.4
46648,22997,3253,2,140,280,35:28.4,35:28.4
46649,22998,3253,1,140,140,35:28.4,35:28.4
46650,22998,3252,2,220,440,35:28.4,35:28.4
46651,22999,3253,2,140,280,35:28.4,35:28.4
46652,22999,3252,3,220,660,35:28.4,35:28.4
46653,23000,3253,3,140,420,35:28.4,35:28.4
46654,23000,3252,3,220,660,35:28.4,35:28.4
46655,23001,3253,2,140,280,35:28.4,35:28.4
46656,23002,2413,1,186,186,35:28.4,35:28.4
46657,23002,2410,3,80,240,35:28.4,35:28.4
46658,23002,2412,2,175,350,35:28.4,35:28.4
46659,23002,2411,1,296,296,35:28.4,35:28.4
46660,23003,2410,3,80,240,35:28.4,35:28.4
46661,23003,2413,2,186,372,35:28.4,35:28.4
46662,23003,2414,1,298,298,35:28.4,35:28.4
46663,23003,2412,1,175,175,35:28.4,35:28.4
46664,23004,4457,1,167,167,35:28.4,35:28.4
46665,23005,3293,1,391,391,35:28.4,35:28.4
46666,23005,3295,2,372,744,35:28.4,35:28.4
46667,23006,3294,2,307,614,35:28.4,35:28.4
46668,23006,3295,3,372,1116,35:28.4,35:28.4
46669,23007,3295,1,372,372,35:28.4,35:28.4
46670,23007,3294,3,307,921,35:28.4,35:28.4
46671,23007,3293,1,391,391,35:28.4,35:28.4
46672,23008,3295,1,372,372,35:28.4,35:28.4
46673,23009,2956,1,196,196,35:28.4,35:28.4
46674,23009,2953,3,110,330,35:28.4,35:28.4
46675,23009,2954,1,142,142,35:28.4,35:28.4
46676,23010,902,2,107,214,35:28.4,35:28.4
46677,23010,900,1,111,111,35:28.4,35:28.4
46678,23010,901,1,165,165,35:28.4,35:28.4
46679,23011,902,2,107,214,35:28.4,35:28.4
46680,23011,901,3,165,495,35:28.4,35:28.4
46681,23011,900,2,111,222,35:28.4,35:28.4
46682,23012,902,3,107,321,35:28.4,35:28.4
46683,23012,901,2,165,330,35:28.4,35:28.4
46684,23013,901,3,165,495,35:28.4,35:28.4
46685,23013,900,3,111,333,35:28.4,35:28.4
46686,23014,900,3,111,333,35:28.4,35:28.4
46687,23015,3736,3,683,2049,35:28.4,35:28.4
46688,23016,3736,2,683,1366,35:28.4,35:28.4
46689,23017,3736,3,683,2049,35:28.4,35:28.4
46690,23018,3736,1,683,683,35:28.4,35:28.4
46691,23019,2094,2,121,242,35:28.4,35:28.4
46692,23019,2095,2,353,706,35:28.4,35:28.4
46693,23020,2093,3,136,408,35:28.4,35:28.4
46694,23020,2095,3,353,1059,35:28.4,35:28.4
46695,23021,2092,2,114,228,35:28.4,35:28.4
46696,23021,2094,2,121,242,35:28.4,35:28.4
46697,23021,2093,3,136,408,35:28.4,35:28.4
46698,23021,2095,1,353,353,35:28.4,35:28.4
46699,23022,2094,2,121,242,35:28.4,35:28.4
46700,23022,2092,1,114,114,35:28.4,35:28.4
46701,23023,2094,1,121,121,35:28.4,35:28.4
46702,23023,2093,3,136,408,35:28.4,35:28.4
46703,23023,2092,1,114,114,35:28.4,35:28.4
46704,23024,4342,3,159,477,35:28.4,35:28.4
46705,23025,4342,1,159,159,35:28.4,35:28.4
46706,23026,4342,1,159,159,35:28.4,35:28.4
46707,23027,4342,1,159,159,35:28.4,35:28.4
46708,23028,1781,3,169,507,35:28.4,35:28.4
46709,23029,1781,1,169,169,35:28.4,35:28.4
46710,23030,1447,1,107,107,35:28.4,35:28.4
46711,23030,1448,1,242,242,35:28.4,35:28.4
46712,23031,1447,3,107,321,35:28.4,35:28.4
46713,23032,1447,1,107,107,35:28.4,35:28.4
46714,23033,3779,1,167,167,35:28.4,35:28.4
46715,23034,3779,1,167,167,35:28.4,35:28.4
46716,23035,1251,3,127,381,35:28.4,35:28.4
46717,23036,1254,1,127,127,35:28.4,35:28.4
46718,23036,1253,2,191,382,35:28.4,35:28.4
46719,23036,1251,2,127,254,35:28.4,35:28.4
46720,23036,1252,3,123,369,35:28.4,35:28.4
46721,23036,1255,2,207,414,35:28.4,35:28.4
46722,23037,1252,3,123,369,35:28.5,35:28.5
46723,23037,1253,1,191,191,35:28.5,35:28.5
46724,23037,1251,3,127,381,35:28.5,35:28.5
